,name,equipment,primaryMuscleGroups,primaryMuscles,secondaryMuscleGroups,type,tags,instructions
159,high seated row,machine,['back'],"['latissimus dorsi', 'trapezius']",['arms'],compound,[],Sit on the machine seat and reach up to grip the machine handles with straight arms. Row the handles down and towards your body by driving your elbow down and back as far as possible and depressing your scapula. Return the machine handles to their original position.
160,pull up,body weight,['back'],['latissimus dorsi'],['arms'],compound,['calisthenics'],"Hang from a high bar with a shoulder width, pronated grip and relaxed shoulders. Pull yourself upwards as you depress your scapula until your chin raises above the bar before lowering yourself to the starting hanging position."
161,chin up,body weight,"['back', 'arms']","['latissimus dorsi', 'biceps']",[],compound,['calisthenics'],"Hang from a high bar with a shoulder width, supinated grip and relaxed shoulders. Pull yourself upwards as you depress your scapula until your chin raises above the bar before lowering yourself to the starting hanging position."
162,inverted row,body weight,['back'],"['latissimus dorsi', 'trapezius']",['arms'],compound,['calisthenics'],"Hang from a low bar with a shoulder width grip with your feet on the ground and your body close to parallel with the floor. Straighten your body, and while keeping your body straight, retract your scapula and row your chest toward the bar by driving your elbows down until it touches. Return to the starting position with straight arms while keeping your body straight."
163,smith machine bent over row,smith machine,['back'],"['latissimus dorsi', 'trapezius']",['arms'],compound,[],"Set your feet and shoulder width apart, and grip the barbell at a comfortable width outside of your knees. Brace your core and unrack the bar. Lower it to a position slightly off the ground with straight arms and a straight back. Row the barbell towards your body by driving your elbows up, maintaining the same back angle, making contact with your stomach then returning the bar to its original position slightly above the ground."
164,spoto press,barbell,"['arms', 'chest']","['lower chest', 'triceps']",['shoulders'],compound,['powerlifting'],"Set your feet at a stable position and lie on a flat bench with the racked bar above your face. Place your hands slightly wider than shoulder width on the bar, ensuring the grip is even on both sides and the width is comfortable. Leverage yourself against the bar to retract and depress your scapula, and push with your legs to reinforce your lower back arch. Unrack the bar and bring it forwards over your chest with straight arms. Lower the bar in a controlled manner until it is an inch above your chest, pause for a second before pressing it back to its starting position, all while maintaining the same scapula position and lower back arch."
165,decline dumbbell bench press,dumbbells,"['arms', 'chest']","['lower chest', 'triceps']",['shoulders'],compound,[],Pick up the dumbbells and lie on a declined bench while lifting the dumbbells into position above your lower chest with straight arms. Set your feet underneath the feet supports. Place your Retract and depress your scapula. Lower the dumbbells straight down to the sides of your chest before pressing them straight back up to their starting position.
166,chest fly,dumbbells,['chest'],['lower chest'],['shoulders'],isolation,[],"Pick up the dumbbells and lie on a flat bench while lifting the dumbbells above your chest with slightly bent arms and close together. Lower the dumbbells outwards to the sides of your chest, stretching the chest with your elbow position remaining the same throughout the motion. As the dumbbells come in line with your body, bring the dumbbells back together at the starting position."
167,machine incline bench press,machine,"['chest', 'arms']","['upper chest', 'triceps']",['shoulders'],compound,[],"Lay on the inclined bench of the machine and grip the handles beside your upper chest with bent elbows. Retract and depress your scapula. Press the handles of the machine upwards until your arms are straight, keeping your scapula in the same position. Lower the handles to the starting position beside your chest."
168,close grip pushup,body weight,"['arms', 'chest']","['triceps', 'lower chest']","['shoulders', 'core']",compound,[],"Place your hands on the ground facing forwards closer than shoulder width, ensuring your shoulder, elbow and wrist are stacked. Straighten your legs and support your body on your toes and hands. Ensure that your body is straight by bracing your core and not letting your lower back dip down. Protract and depress your scapula. Lower your body by bending at the elbows and pointing them backwards until your chest touches the ground, maintaining a straight body and retracting your scapula throughout the motion. Push yourself back up to the starting position while maintaining a straight body."
169,seated overhead press,barbell,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Sit on a bench with a back support in front of a racked barbell at upper chest height. Grip the barbell evenly with a shoulder width grip. Push your elbows forwards so they are underneath the bar and stick your chest out, supporting your upper back on the support. Unrack the barbell, holding it at neck level. Brace your core and keep your head back. Press the barbell overhead and push your head forward once the bar goes above your head. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
170,romanian deadlift,barbell,"['legs', 'back']","['gluteal muscles', 'quadriceps', 'latissimus dorsi', 'erector spinae', 'trapezius', 'hamstrings']",['core'],compound,['powerlifting'],"Begin with holding the bar standing straight at the top of a regular deadlift motion. Breath in and brace your core, depress and retract your scapula to brace your back, and stay braced. Push your hips backwards to begin lowering the bar and bend at the knees appropriately to lower the bar until it is almost touching the ground. Before the bar touches the ground, drag the bar back up your body to the starting position as if performing a regular deadlift"
171,seated dumbbell overhead press,dumbbells,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Sit on a bench with a back support, holding two dumbbells and resting them standing on your knees. One at a time, swing the dumbells up with the help of your legs. Hold them at your shoulders with your elbows underneath them and palms facing forwards. Brace your core. Press the dumbbells overhead until your arms straighten above your head and elevate your scapula before returing the dumbbells to the starting position at shoulder level."
172,single arm cable front raise,cable,['shoulders'],['anterior deltoid'],['back'],isolation,[],"Grab the cable attachment of a low cable with one arm, standing in front and to the side of the cable anchor point. Bend your elbow holding the cable attachment slightly. Without swinging your body. Raise the cable attachment up in front of you, keeping your scapula down and your elbow angle the same. Once the height of the cable attachment reaches shoulder level, lower it back to the starting position with control."
173,single arm cable overhead press,cable,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Grab the cable attachment of a low cable with one arm, and raise it up to shoulder level. Ensure the cable anchor point is beneath your elbow and wrist. Brace your core. Raise the cable attachment up overhead until your arm straightens and elevate your shoulder on the side you are pressing with. Lower the cable attachment back to the starting position at shoulder level."
174,landmine row,barbell,['back'],"['trapezius', 'latissimus dorsi']",['arms'],compound,[],"Stand with the bar between your legs closer to the loaded side of the barbell with feet shoulder witdth apart. Bend over to grab the barbell with straight arms, optionally with a handle. Brace the core and while maintaining a flat back and the same back angle, row the barbell as close to your body as possible before returning it to the starting position with straight arms."
175,machine shoulder press,machine,"['shoulders', 'arms']","['anterior deltoid', 'lateral deltoid']",['back'],compound,[],"Sit on the machine seat with your back against the back pad. Place your hands on the machine handles, with your elbows underneath your wrist. Press the machine handles over head until your arms are straight and elevate your scapula. Return the machine handles to the starting position."
176,dumbbell seal row,dumbbells,['back'],"['trapezius', 'latissimus dorsi']",['arms'],compound,[],"Lie facing downwards on a flat bench with dumbbells at your side. Grip the dumbbells, raising them off the floor with straight arms. While Staying flat on the bench, row the dumbbells up as high as possible before returning them to their starting position near the floor."
177,pike pushup,body weight,['shoulders'],"['triceps', 'lateral deltoid', 'anterior deltoid']","['arms', 'back']",compound,['calisthenics'],"Assume a pike position on your toes with straight arms and straight legs with elevated shoulders. Lower your body forwards and down towards the ground, keeping your torso and legs straight. Lower yourself until your face is almost touching the floor before pushing yourself back into the starting position with straight arms."
178,hyperextension,body weight,"['back', 'legs']","['erector spinae', 'gluteal muscles']",[],compound,[],This exercise can be done using a machine or an alternative similar setup. Lie face down on a flat or inclined surface with your thighs supported and room for your torso to hinge downwards at the hip and with the back of your ankles supported. Raise your torso to extend your hips and back before lowering your torso back down.
179,smith machine overhead press,smith machine,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Set up in front of a racked barbell in a smith machine at upper chest height, standing with the middle of your foot directly under the bar. Grip the barbell evenly with a shoulder width grip and bent knees. Push your elbows forward so they are underneath the bar and stick your chest out. Stand up to unrack the barbell, holding it at neck level. Flex your glutes and extend your hips, brace your core and keep your head back. Press the barbell overhead and push your head forward once the bar goes above your head. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
180,muscle up,body weight,"['back', 'arms', 'chest']","['latissimus dorsi', 'triceps', 'lower chest']",['shoulders'],compound,['calisthenics'],"Hang from a high bar with a shoulder width, pronated grip and relaxed shoulders. Swing your body forwards slightly, and as your body is swinging backwards, pull yourself upwards with the momentum to raise your torso above the bar. Rotate your hands to suport yourself above the bar and perform a straight bar dip by straightening your arms to push yourself upwards. Lower yourself back to the original hanging position."
181,hammer curl,dumbbells,['arms'],"['brachioradialis', 'biceps']",[],isolation,[],"Stand up holding two dumbbells at your sides with a neutral grip. Without swinging your body and maintaining an upright back angle, curl the dumbbells up by bending your elbows as much as possible. During the curling motion, keep your elbows close to your body and maintain your neutral grip. Lower the dumbbels back to the starting position with straight arms."
182,cable incline bench press,cable,"['chest', 'arms']","['upper chest', 'triceps']",['shoulders'],compound,[],"Set up an inclined bench at approximately 30 degrees between two low cables. Grab the two cable attachments and lie on the bench, positioning the attachments by the side of your chest with bent elbows. Retract and depress your scapula. Push the cable attachments upwards above your chest until your arms straighten before lowering them to the starting position by your chest."
183,cable reverse curl,cable,['arms'],['brachioradialis'],[],isolation,[],"Grasp the cable attachment of a low cable with a pronated grip at shoulder width, and straight arms. Raise the attachment up by bending at the elbows as much as possible. Avoid swinging and keep your back angle upright. Lower the attachment to the starting position with straight arms."
184,behind the neck press,barbell,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Sit on a bench with a back support with a barbell racked behind you. Grip the barbell evenly with a shoulder width grip. Keep your head forward and support your upper back on the support. Unrack the barbell, holding it behind your neck. Press the barbell overhead while keeping your head slightly forward. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
185,ez bar skull crusher,barbell,['arms'],['triceps'],[],isolation,[],"Lie down on a flat bench with a barbell held over your face with a grip narrower than shoulder width and a pronated grip. Straighten your arms. Keeping your elbow position the same, lower the barbell over and behind your head by bending the elbows as much as possible and pointing them forwards. Push with the triceps to return the barbell to the starting position with straight arms, still keeping the elbows in the same position."
186,lateral raise,dumbbells,['shoulders'],['lateral deltoid'],['back'],isolation,[],"Hold two dumbbells at your side with a neutral grip, standing up. Bend your elbows slightly. Without swinging your body. Raise the dumbbells up and out to your sides, keeping your scapula down and your elbow angle the same. Once the height of the dumbbells reach shoulder level, lower them back to the starting position with control."
187,dumbbell stiff legged deadlift,barbell,"['legs', 'back']","['gluteal muscles', 'latissimus dorsi', 'erector spinae', 'trapezius', 'hamstrings']",['core'],compound,[],"Stand up holding two dumbbells directly in front of you with straight arms. Your feet should be pointing straight forward or very slightly outwards. Brace your back by depressing and retracting your scapula, and brace your core after breathing in. Lower the dumbbells towards the floor by allowing your knees to bend slightly and bending mostly at the hip, prevent your knees from bending as much as possible. Keep your back flat and keep the dumbbells close to your shins until the dumbbells are almost touching the floor. While maintaining your torso angle and keeping braced, stand back up and finish the lift by pushing your hips through and flexing the glutes to stand up straight."
188,smith machine seated overhead press,smith machine,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Sit on a bench with a back support in front of a racked barbell in a smith machine at upper chest height. Grip the barbell evenly with a shoulder width grip. Push your elbows forward so they are underneath the bar and stick your chest out, supporting your upper back on the bench. Unrack the barbell, holding it at neck level. Brace your core and keep your head back. Press the barbell overhead and push your head forward once the bar goes above your head. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
189,standing hip abduction,cable,['legs'],['abductors'],[],isolation,[],"Stand beside a low cable machine with a cuff attachment attached to your foot or ankle furthest from the machine. Stand up straight on your leg without the cuff, and step away from the machine to create tension in the cable. Use your hands to stabilise yourself. Allow the tension of the cable to pull your attached leg across your planted leg while keeping both legs straight. Raise your attached leg up and outwards to your side as much as possible before allowing it to return to its starting position."
190,barbell curl,barbell,['arms'],['biceps'],[],isolation,[],"Hold a barbell with a shoulder width, supinated grip and straight arms. While keeping your back angle upright and preventing swinging, curl the barbell up by bending your arms at the elbows as far as they go. Lower the barbell back to the starting position."
191,hack squat,machine,['legs'],"['quadriceps', 'gluteal muscles']",[],compound,[],"Stand on the hack squat machine platform with slightly bent knees and hips, resting the support pads on your shoulders/upper back. Set your feet at a comfortable width and angle, usually around shoulder width with toes pointing slightly outwards. Stand up fully and unlock the locking mechanism. Squat down by bending at the hips and knees toa comfortable depth, usually with your thighs parallel or slightly beneath parallel to the platform your are standing on. Stand back up by extending the hips and knees."
192,concentration curl,dumbbells,['arms'],['biceps'],[],isolation,[],"Sit on a bench holding a dumbbell in one hand and your legs spread apart. Rest your arm holding the dumbbell against the inside of your leg on the same side at around your elbow, facing your palm inwards. Begin with your arm straight. Curl the dumbbell up and toward yourself by bending at the elbow as much as possible. Concentrate on contracting the bicep. Return the dumbbell to the starting position by straightening your arm."
193,leg curl,machine,['legs'],['hamstrings'],[],isolation,[],"Sit on the leg curl machine with your back fully against the back pad. The back of your knees should reach the end of the seat. Place the top of your thighs against the supporting knee pad. Place the back of your ankles against the ankle pad. Your legs should be straight or almost straight. Place your hands on the handles on top of the knee pad. Lower the ankle pad by curling your legs, bending at the knees as much as possible until your knee angle reaches approximately 90 degrees or lower. Allow the ankle pad to raise back to the starting position with control."
194,ez bar curl,barbell,['arms'],['biceps'],[],isolation,[],"Hold a barbell with a shoulder, supinated grip and straight arms. While keeping your back angle upright and preventing swinging, curl the barbell up by bending your arms at the elbows as far as they go. Lower the barbell back to the starting position."
195,body weight lunge,body weight,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],Stand straight with your feet together. Step forwards with one foot and lower your body by bending at the knees until the knee of your rear leg touches the floor. Keep your body upright throughout the motion. Stand back up and return your front leg to beside your hind leg.
196,front squat,barbell,['legs'],"['quadriceps', 'gluteal muscles']","['core', 'back']",compound,[],"Set up underneath a racked barbell at shoulder height in a front rack position. The bar should be sitting across the front of your shoulders on your anterior deltoids and your hands should be used to stabilize the bar. This is usually done by crossing your arms over the top of the bar, or placing your fingertips beneath the bar with high elbows. Stand up to unrack the bar and step backwards to clear the rack. Set your feet at a comfortable width and angle, usually at shoulder width with toes pointed out slightly. Breath in and brace your core. Squat down by bending at the hips and knees to a comfortable depth, allowing your torso to lean forwards slighty. Aim for your thighs to be parallel or beneath parallel to the floor. Stand back up with the weight to the starting position by extending the hips and knees until your torso angle and legs are straight."
197,lying flutter kicks,body weight,['core'],"['rectus abdominis', 'transverse abdominis']",[],isolation,[],"Lie on the floor, ensuring your lower back is completely against the floor. While keeping your legs straight, raise your legs slightly off the floor. While keeping your lower back completely against the floor, flutter your legs by raising one of them slightly, and lowering the other, then quickly reversing the motion repeatedly."
198,zercher squat,barbell,['legs'],"['quadriceps', 'gluteal muscles']","['core', 'back']",compound,[],"Set up in front of a racked barbell at stomach height. Step underneath the bar and wrap your arms around the bar, resting it in your elbow crease. Stand up with the bar to unrack it and step backwards to clear the rack. Set your feet at a comfortable width and angle, usually at shoulder width with toes pointed out slightly. Take a deep breath and brace your core. Squat down by bending at the hips and knees to a comfortable depth, allowing your torso to lean forwards slighty. Aim for your thighs to be parallel or beneath parallel to the floor. Stand back up with the weight to the starting position by extending the hips and knees until your torso angle and legs are straight."
199,lying around the world,body weight,['core'],"['rectus abdominis', 'obliques']",[],isolation,[],"Lie with your back flat against the floor and straight legs. With your lower back flat against the floor, raise your legs towards your torso, beginning from one side in a circular motion and keeping them straight. Lower your legs on the opposite side you raised them. Repeat the motion, raising your legs starting at the opposite side."
200,barbell hip thrust,barbell,['legs'],['gluteal muscles'],[],isolation,[],"Begin sitting on the floor, with your upper back resting on a bench and a barbell on top of your hips. Your knees should be bent, and your feet flat on the floor. Optionally you can have a barbell pad, or folded yoga mat on the bar where it will rest on your hip. While using your hands to stabilize the bar, raise your hips and flex your glutes until your hips are fully extended. Lower the bar to the starting position by bending at the hip."
201,human flag,body weight,['core'],"['rectus abdominis', 'obliques']","['arms', 'back']",compound,['calisthenics'],"Set up beside a vertical post, or stall bars. With one hand, place your hand low on the post or bars in a position allowing you to push. With your other hand, grasp the bar higher up in a position allowing you to pull. Raise your torso until it is horizontal, ensuring your legs are straight and your body is in a straight line. Your arms should also be straight. Push with your bottom hand and pull with your upper hand to maintain this position."
202,dumbbell goblet squat,dumbbells,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],"Hold a dumbbell by one of its weighted ends in front of your chest. Set your feet at a comfortable width and angle, usually at shoulder width with toes pointed out slightly. Squat down by bending at the hips and knees to a comfortable depth, allowing your torso to lean forwards slighty. Aim for your thighs to be parallel or beneath parallel to the floor. Stand back up with the weight to the starting position by extending the hips and knees until your torso angle and legs are straight."
203,tempo deadlift,barbell,"['legs', 'back']","['gluteal muscles', 'quadriceps', 'latissimus dorsi', 'erector spinae', 'trapezius', 'hamstrings']",['core'],compound,['powerlifting'],"Perform a deadlift with a tempo, maintaining a slow, consistent bar speed throughout the eccentric and concentric parts of the motion."
204,standing hip thrust,cable,['legs'],['gluteal muscles'],[],isolation,[],"Stand in front of a low cable machine with a rope attachment. Grasp the rope ends and hold them together with straight arms between your legs. Stand with straight legs wider than shoulder width apart, and with tension in the cable. Begin by allowing the tension in the cable to pull your hips backwards until your torso angle is near horizontal, allowing your knees to bend slightly. Maintain a flat back angle as you bend at the hip. Stand back up and pull the cable forwards to the starting position by extending your hips and straightening your legs."
205,banded deadlift,barbell,"['legs', 'back']","['gluteal muscles', 'quadriceps', 'latissimus dorsi', 'erector spinae', 'trapezius', 'hamstrings']",['core'],compound,['powerlifting'],Set up on a platform with pegs allowing you to lay a stretched band on top of both ends of the barbell. This can be inside of a squat rack or on a deadlift platform with pegs. Deadlift the bar against the bands.
206,standing cable leg curl,cable,['legs'],['hamstrings'],[],isolation,[],"Stand close to and facing a low cable machine with a cuff attachment attached to one of your ankles or feet. Use your hands to stabilise yourself. Raise your attached foot up and behind you by bending at the knee as much as possible, while keeping your planted leg straight. Return your foot to the starting position beside your planted foot."
207,banded squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"On both ends of the barbell, attach a band to the bar and a low peg. Unrack the barbell on your back and position yourself such that you are standing completely in line with the band, the band should be fully vertical. Perform a squat with the barbell against the band. The band should be short enough to be in tension throughout the entire range of motion."
208,leg press,machine,['legs'],"['quadriceps', 'gluteal muscles']",[],compound,[],"Sit on the leg press machine seat, making sure your back is fully against the back pad and you are sitting as far back in the seat as possible. Place your feet on the platform at a comfortable width and foot angle, usually around shoulder width apart with toes pointed out slightly. Grip and pull the handles at your sides to secure your position. Push the platform away from you by extending your hips and knees until your legs are straight, keeping yourself deep in the machine seat. Some machines will require you to unlock the safety mechanism before lowering being able to lower the platform appropriately. Lower the platform to a comfortable depth by bending at the hips and knees, and press the platform away from you again."
209,tempo bench press,barbell,"['arms', 'chest']","['lower chest', 'triceps']",['shoulders'],compound,['powerlifting'],"Perform a bench press with a tempo, maintaining a slow, consistent bar speed throughout the eccentric and concentric parts of the motion."
210,machine hip thrust,machine,['legs'],['gluteal muscles'],[],isolation,[],"Lie on the hip thrust machine with your back against the back pad and your feet facing forwards at a comfortable width on the platform. If the machine uses a strap, attach the strap across your hips, ensuring there is tension in the strap. Otherwise your hips should be against a hip pad. Fully extend your hips and contract your glutes to push the pad/strap upwards. Lower your hips back to the starting position."
211,seated adduction,machine,['legs'],['adductors'],[],isolation,[],"Sit on the machine seat with the inside of your legs against the pads. Your legs should be spread apart to start, and they should be bent at the knees. Grap the handles at the sides of your seat. Bring your legs as close together as possible by pressing them against the pads."
212,hamstring raise,machine,['legs'],['hamstrings'],[],isolation,[],"Place your ankles in between the roller pads, and place your feet on the platform behind them. Place your lower thighs on the large support pad. Start in an upright position, with your legs bent. Lower your body from vertical by to horizontal by straightening your legs. Raise your body back to the starting upright position by flexing the knees."
213,smith machine rear lunge,smith machine,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],Stand in a smith machine holding the barbell across your upper back or shoulders and with your feet together. Step backwards with one foot and lower your body by bending at the knees until the knee of your rear leg touches the floor. Keep your body upright throughout the motion. Stand back up and return your back leg to beside your front leg.
214,body weight rear lunge,body weight,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],Stand straight with your feet together. Step backwards with one foot and lower your body by bending at the knees until the knee of your rear leg touches the floor. Keep your body upright throughout the motion. Stand back up and return your back leg to beside your front leg.
215,wall sit,body weight,['legs'],"['gluteal muscles', 'quadriceps']",[],compound,[],"Set up facing against a wall, with your feet set to a comfortable width and angle, usually slightly wider than shoulder width and with your toes pointing slightly outwards. Sit against a wall with your back flat against the wall and your knees bent at 90 degrees. Hold this position."
216,body weight calf raise,body weight,['legs'],['calves'],[],isolation,[],"Optionally, stand with the balls of your feet on an elevated surface, and your heels hanging off, otherwise stand with your feet together on the floor. Hold something stable to balance yourself. Push yourself upwards by extending the ankles as much as possible. Return to the starting position but with your heels slightly off the floor, or as low as they can go on an elevated surface."
217,band abduction,resistance band,['legs'],['abductors'],[],isolation,[],"Stand sideways to a stationary post. Loop a resistance band around the post, and loop the other end around your ankle furthest from the post. Stand to the side of the stationary post to create tension in the band and allow it to pull your attached leg across your stationary leg and towards the post. Hold onto something to stabilise yourself. Bring your leg attached to the band up away away from the post as much as possible while keeping it straight. Return your leg to the starting position across your stationary leg with control."
218,trap bar deadlift,trap bar,"['legs', 'back']","['gluteal muscles', 'quadriceps', 'latissimus dorsi', 'erector spinae', 'trapezius', 'hamstrings']",['core'],compound,[],"Set up inside the trap bar, set your feet at a width slightly narrower than shoulder width apart. Your feet should be pointing straight forwards or very slightly outwards. Grasp the bar at the handles to your sides. Set your hips to a comfortable height and push your knees outwards. Brace your back by depressing and retracting your scapula, and brace your core after breathing in. Push with your legs while maintaining your torso angle, staying braced and finish the lift by pushing your hips through and flexing the glutes to stand up straight."
219,twisting crunch,body weight,['core'],"['rectus abdominis', 'obliques']",[],isolation,[],"Lie with your back against the floor, your feet flat on the floor and bent knees. Without swinging, crunch your torso upwards and twisting to either your left or right, trying to raise your upper back off the floor as much as possible. Return your upper back to the floor. Repeat the motion, twisting your body to the opposite side."
220,dragon flag,body weight,"['core', 'back']","['rectus abdominis', 'transverse abdominis', 'latissimus dorsi']",[],compound,['calisthenics'],"Lie with your back flat against the floor or on top of a bench, with something stable you can grasp behind your head. Grasp the stationary object with your hands, or the underside of the bench. While keeping your body straight, with flexed hips and knees, raise your legs and lower back off the floor or bench until vertical or close to vertical. Lower your body to the starting position with control, keeping your body straight."
221,standing ab wheel,body weight,['core'],"['rectus abdominis', 'transverse abdominis']","['back', 'shoulders']",compound,[],"Stand with straight legs and with your feet together, grasping an ab wheel by the handles with straight arms. Start with the ab wheel close to your feet, and with your torso horizontal by flexing at the hips. Keeping your arms and torso straight, roll the ab wheel out in front of you until your body is close to the floor. Roll the ab wheel back towards yourself to return to the starting position."
222,hanging knee around the world,body weight,['core'],"['rectus abdominis', 'obliques']",[],isolation,[],"Grasp and hang from a high bar that allows your body to be straight when hanging. Without swinging, raise your knees as high as possible beginning from one side in a circular motion, allowing your knees to flex. Lower and straighten your legs to the starting position on the opposite side that your raised them. Repeat the motion, raising your knees starting from the opposite side."
223,tempo barbell squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"Perform a squat with a barbell on your back with a tempo. Maintain a slow, consistent bar speed throughout the eccentric and concentric parts of the motion."
224,chain squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"Attach a chain onto both ends of the barbell. The length of the chain should allow the chain to be mostly off the floor when standing, and mostly on the floor at the bottom of the range of motion. Perform a squat with the barbell on your back."
225,pin squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"Set the safety pins of a rack at around waist height. The height should allow you to squat to the bottom of your squat range of motion before the bar reaches the pins. Perform a squat with the barbell on your back, descending until the bar touches the safety pins. Pause momentarily, but do not allow the bar to rest fully on the pins. Complete the squat by standing back up with the bar."
226,reverse banded squat,barbell,"['legs', 'back']","['quadriceps', 'gluteal muscles', 'erector spinae']",['core'],compound,['powerlifting'],"On both ends of the barbell, attach a band to the bar and a high peg. Unrack the barbell on your back and position yourself such that you are standing completely in line with the band, the band should be fully vertical. The band should already be in tension before starting. Perform a squat with the barbell, assisted by the band."
227,lat pulldown,cable,['back'],['latissimus dorsi'],['arms'],compound,[],"Sit on the seat with thighs directly underneath the supports. Grip the cable attachment with the desired grip with elevated shoulders. Pull the bar down towards your body by driving your elbows down, depressing your shoulders until you touch your upper chest. Control the cable attachment back up until the arms and shoulders are extended."
228,one arm kneeling pulldown,cable,['back'],['latissimus dorsi'],['arms'],isolation,[],"Assume a kneeling position in front of a high cable with one leg. With your other leg, plant your foot flat on the floor. Grab the cable attachment with one arm, keeping it straight. Row the cable attachment towards your body by driving your elbow down as far as possible and depressing your scapula with a neutral or supinated grip. Return the cable attachment to the starting position."
229,incline bench press,barbell,"['arms', 'chest']","['upper chest', 'triceps']",['shoulders'],compound,[],"Set your feet at a stable position and lie on a bench inclined at approximately 30 degrees with the racked bar slightly behind your head. Place your hands slightly wider than shoulder width on the bar, ensuring the grip is even on both sides and the width is comfortable. Leverage yourself against the bar to retract and depress your scapula, and push with your legs to reinforce your lower back arch. Unrack the bar and bring it forward over your chest with straight arms. Lower the bar in a controlled manner until it touches your upper chest, before pressing it back to its starting position, all while maintaining the same scapula position and lower back arch."
230,floor press,barbell,"['arms', 'chest']","['lower chest', 'triceps']",['shoulders'],compound,['powerlifting'],"Lie on the floor with the racked bar above your face. Place your hands slightly wider than shoulder width on the bar, ensuring the grip is even on both sides and the width is comfortable. Leverage yourself against the bar to retract and depress your scapula. Unrack the bar and bring it forward over your chest with straight arms. Lower the bar in a controlled manner until it touches your lower chest before pressing it back to its starting position, all while maintaining the same scapula position"
231,machine chest dip,machine,['chest'],['lower chest'],"['shoulders', 'arms']",compound,[],Sit on the machine seat and place your grip on top of the machine handles at your sides with bent elbows pointing outwards. Lean forwards slightly. Press the machine handles downwards until your arms are staight before returning the machine handles to the starting position and tracking your elbows outwards as your do so.
232,bench dip,body weight,['arms'],['triceps'],"['shoulders', 'chest']",compound,[],"Place your hands pointing forward on the edge of a bench or any elevated flat surface and begin with your arms straight, elevating your body upwards. Straighten your legs and set your feet out in front of you. Bent your elbows and point them backwards to slowly lower your body until your body touches the floor. Push your body upwards by straightening your arms again until you reach the starting position."
233,overhead press,barbell,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Set up in front of a racked barbell at upper chest height. Grip the barbell evenly with a shoulder width grip and bent knees. Push your elbows forward so they are underneath the bar and stick your chest out. Stand up to unrack the barbell, holding it at neck level. Step backwards if necessary to clear the rack and set your feet at a comfortable width. Flex your glutes and extend your hips, brace your core and keep your head back. Press the barbell overhead and push your head forward once the bar goes above your head. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
234,z press,barbell,"['arms', 'shoulders']","['anterior deltoid', 'lateral deltoid', 'triceps']",['back'],compound,[],"Sit on the floor with your legs straight and spread apart in front of a racked barbell at upper chest height. Grip the barbell evenly with a shoulder width grip. Push your elbows forward so they are underneath the bar and stick your chest out. Unrack the barbell, holding it at neck level. Brace your core and keep your head back. Press the barbell overhead and push your head forward once the bar goes above your head. Push until your arms straighten above your head and elevate your scapula before returing the bar to the starting position at neck level."
235,face pull,cable,"['shoulders', 'back']","['posterior deltoid', 'trapezius']",['arms'],compound,[],"Use a rope attachment to a high cable. Grip both sides of the rope attachment with straight arms and stand back with a stable stance, ensuring there is tension in the cable. Keeping your elbows high, pull the rope as close to your forehead as possible and apart simultaneously. Return the rope to the starting position. Return the rope to the starting position with straight arms."
236,machine lateral raise,machine,['shoulders'],['lateral deltoid'],['back'],isolation,[],"Sit on the machine seat with your back against the back pad. Place the outer side of your elbow and forearm against the pads to each of your sides with bent arms. Raise the pads upwards and outwards until your arms are perpendicular to your body, keeping you scapula depressed. Return the pads to the starting position at your sides."
237,reverse dumbbell curl,dumbbells,['arms'],['brachioradialis'],[],isolation,[],"Grasp two dumbbells at your sides with a pronated grip and straight arms while standing. Raise the dumbbells up by bending at the elbows as much as possible, maintaining the same pronated grip. Avoid swinging and keep your back angle upright. Lower the dumbbells to the starting position with straight arms."
